2;air_base;3006.20;10.30;1355.42;0.12;0
2;anti_air_building;3000.48;9.70;1358.62;0.18;0
2;anti_air_building;3006.34;10.80;1366.32;4.40;0
2;anti_air_building;3007.93;10.40;1353.40;1.74;0
2;arms_factory;2998.00;9.68;1359.00;4.33;0
2;arms_factory;3001.82;9.70;1356.35;5.89;0
2;arms_factory;3003.37;9.70;1354.73;5.28;0
2;arms_factory;3005.00;9.70;1354.00;1.07;0
2;arms_factory;3008.64;10.50;1355.40;1.67;0
2;arms_factory;3011.54;10.50;1351.78;2.62;0
2;bunker;2998.93;9.80;1362.14;5.35;0
2;bunker;3003.00;9.73;1358.00;4.77;0
2;bunker;3007.54;10.70;1361.42;1.23;0
2;bunker;3012.00;10.88;1356.00;4.85;0
2;coastal_bunker;2997.00;9.50;1358.00;-1.11;0
2;coastal_bunker;3003.00;9.50;1352.00;-0.46;0
2;coastal_bunker;3008.00;9.50;1350.00;-0.54;0
2;dockyard;3001.00;9.50;1353.00;-0.46;0
2;fuel_silo;3003.00;9.70;1357.00;4.76;0
2;industrial_complex;3001.00;9.88;1363.00;4.84;0
2;industrial_complex;3003.21;10.10;1366.67;0.11;0
2;industrial_complex;3006.00;10.88;1368.00;4.34;0
2;industrial_complex;3006.83;10.20;1356.14;2.17;0
2;industrial_complex;3012.00;10.60;1354.00;2.78;0
2;industrial_complex;3014.61;11.20;1356.40;2.27;0
2;naval_base;2996.00;9.50;1360.00;-1.11;5656
2;naval_base;2999.00;9.50;1355.00;-0.46;5656
2;naval_base;3007.00;9.50;1351.00;-0.54;5656
2;nuclear_reactor;3010.17;9.70;1349.62;2.85;0
2;radar_station;3004.00;9.95;1359.00;4.12;0
2;rocket_site;3008.33;10.40;1357.61;5.01;0
2;synthetic_refinery;3011.12;11.20;1359.15;0.79;0
3;air_base;2931.00;13.78;1457.00;2.10;0
3;anti_air_building;2924.00;13.88;1445.00;0.55;0
3;anti_air_building;2927.00;12.40;1459.00;2.71;0
3;anti_air_building;2929.00;15.07;1447.00;4.68;0
3;arms_factory;2919.00;12.73;1453.00;3.15;0
3;arms_factory;2927.00;11.68;1460.00;0.49;0
3;arms_factory;2929.00;14.63;1452.00;0.48;0
3;arms_factory;2931.00;15.32;1447.00;1.09;0
3;arms_factory;2932.00;13.90;1459.00;5.22;0
3;arms_factory;2933.00;15.63;1452.00;6.16;0
3;bunker;2915.00;13.32;1439.00;3.21;0
3;bunker;2918.00;11.40;1454.00;4.78;0
3;bunker;2922.00;13.50;1447.00;3.66;0
3;bunker;2925.00;10.80;1464.00;2.11;0
3;bunker;2926.00;13.82;1457.00;0.04;0
3;bunker;2928.00;15.75;1443.00;1.16;0
3;bunker;2931.00;12.98;1461.00;4.17;0
3;bunker;2932.00;15.82;1451.00;5.38;0
3;fuel_silo;2927.00;15.00;1448.00;2.62;0
3;industrial_complex;2919.00;12.90;1449.00;5.22;0
3;industrial_complex;2921.00;11.93;1456.00;4.61;0
3;industrial_complex;2925.00;10.53;1463.00;1.60;0
3;industrial_complex;2926.00;14.63;1445.00;3.66;0
3;industrial_complex;2930.00;15.95;1441.00;5.72;0
3;industrial_complex;2931.00;13.93;1455.00;5.82;0
3;nuclear_reactor;2924.00;13.88;1445.00;4.33;0
3;radar_station;2927.00;14.45;1452.00;5.57;0
3;rocket_site;2924.00;14.48;1453.00;1.67;0
3;synthetic_refinery;2922.00;12.85;1456.00;5.89;0
4;air_base;3049.00;13.55;1479.00;1.10;0
4;anti_air_building;3041.00;13.65;1476.00;1.26;0
4;anti_air_building;3049.00;12.15;1482.00;4.88;0
4;anti_air_building;3069.00;9.82;1489.00;2.21;0
4;arms_factory;3041.00;13.65;1475.00;0.58;0
4;arms_factory;3060.00;11.05;1474.00;4.20;0
4;arms_factory;3061.00;10.07;1489.00;1.54;0
4;arms_factory;3062.00;10.60;1477.00;5.76;0
4;arms_factory;3064.00;10.28;1477.00;3.70;0
4;arms_factory;3064.00;10.73;1482.00;2.14;0
4;bunker;3039.00;13.57;1476.00;2.81;0
4;bunker;3044.00;12.90;1487.00;1.61;0
4;bunker;3046.00;13.60;1494.00;1.20;0
4;bunker;3053.00;12.68;1483.00;1.10;0
4;bunker;3054.00;11.00;1486.00;5.32;0
4;bunker;3056.00;12.43;1476.00;3.16;0
4;bunker;3062.00;11.03;1480.00;3.00;0
4;bunker;3063.00;10.43;1477.00;3.77;0
4;bunker;3068.00;9.88;1484.00;5.83;0
4;bunker;3069.00;9.82;1489.00;5.82;0
4;fuel_silo;3054.00;13.93;1473.00;0.66;0
4;industrial_complex;3041.00;11.32;1484.00;3.61;0
4;industrial_complex;3048.00;13.40;1479.00;0.59;0
4;industrial_complex;3051.00;13.40;1480.00;2.65;0
4;industrial_complex;3052.00;10.90;1492.00;5.32;0
4;industrial_complex;3056.00;11.90;1470.00;3.25;0
4;industrial_complex;3069.00;9.80;1487.00;4.81;0
4;nuclear_reactor;3058.00;11.73;1485.00;1.26;0
4;radar_station;3052.00;13.10;1481.00;1.51;0
4;rocket_site;3057.00;11.90;1471.00;1.16;0
4;synthetic_refinery;3047.00;12.45;1481.00;4.28;0
5;air_base;3129.58;9.70;1615.41;3.90;0
5;anti_air_building;3114.00;9.78;1603.00;1.29;0
5;anti_air_building;3116.00;9.63;1606.00;3.96;0
5;anti_air_building;3119.00;9.70;1610.00;0.34;0
5;arms_factory;3120.00;9.70;1610.00;4.84;0
5;arms_factory;3123.00;9.70;1619.00;3.73;0
5;arms_factory;3125.00;9.70;1611.00;2.17;0
5;arms_factory;3127.00;9.68;1621.00;0.11;0
5;arms_factory;3137.00;9.65;1617.00;5.44;0
5;arms_factory;3137.00;9.78;1606.00;2.78;0
5;bunker;3113.00;9.70;1606.00;0.18;0
5;bunker;3127.00;9.65;1612.00;4.40;0
5;bunker;3127.00;9.68;1619.00;2.34;0
5;bunker;3130.00;10.10;1603.00;4.91;0
5;bunker;3134.00;9.70;1619.00;1.39;0
5;bunker;3136.00;9.70;1611.00;0.18;0
5;bunker;3145.00;9.70;1611.00;0.79;0
5;coastal_bunker;3116.00;9.50;1611.00;-2.68;0
5;coastal_bunker;3120.00;9.50;1613.00;-1.77;0
5;coastal_bunker;3127.00;9.50;1624.00;-1.82;0
5;dockyard;3128.00;9.50;1625.00;-1.82;0
5;fuel_silo;3123.00;9.68;1610.00;4.57;0
5;industrial_complex;3128.00;9.55;1623.00;1.83;0
5;industrial_complex;3130.00;9.65;1619.00;0.62;0
5;industrial_complex;3135.00;9.70;1615.00;5.95;0
5;industrial_complex;3135.00;9.70;1618.00;2.68;0
5;industrial_complex;3150.00;9.75;1612.00;2.78;0
5;industrial_complex;3151.00;9.80;1609.00;1.23;0
5;naval_base;3115.00;9.57;1609.00;-2.68;2309
5;naval_base;3118.00;9.50;1617.00;-1.82;2256
5;naval_base;3122.00;9.53;1614.00;-1.77;2256
5;nuclear_reactor;3145.00;9.70;1615.00;0.35;0
5;radar_station;3132.00;9.70;1615.00;2.30;0
5;rocket_site;3141.00;9.70;1613.00;0.25;0
5;synthetic_refinery;3126.00;9.80;1606.00;3.36;0
